id,name,category,price,image_url,tags
28,Ice Cream,groceries,5.49,https://cdn.dummyjson.com/product-images/groceries/ice-cream/1.webp,['desserts']
29,Juice,groceries,3.99,https://cdn.dummyjson.com/product-images/groceries/juice/1.webp,['beverages']
30,Kiwi,groceries,2.49,https://cdn.dummyjson.com/product-images/groceries/kiwi/1.webp,['fruits']
32,Milk,groceries,3.49,https://cdn.dummyjson.com/product-images/groceries/milk/1.webp,['dairy']
33,Mulberry,groceries,4.99,https://cdn.dummyjson.com/product-images/groceries/mulberry/1.webp,['fruits']
34,Nescafe Coffee,groceries,7.99,https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/1.webp,"['beverages', 'coffee']"
35,Potatoes,groceries,2.29,https://cdn.dummyjson.com/product-images/groceries/potatoes/1.webp,['vegetables']
36,Protein Powder,groceries,19.99,https://cdn.dummyjson.com/product-images/groceries/protein-powder/1.webp,['health supplements']
37,Red Onions,groceries,1.99,https://cdn.dummyjson.com/product-images/groceries/red-onions/1.webp,['vegetables']
38,Rice,groceries,5.99,https://cdn.dummyjson.com/product-images/groceries/rice/1.webp,['grains']
39,Soft Drinks,groceries,1.99,https://cdn.dummyjson.com/product-images/groceries/soft-drinks/1.webp,['beverages']
40,Strawberry,groceries,3.99,https://cdn.dummyjson.com/product-images/groceries/strawberry/1.webp,['fruits']
41,Tissue Paper Box,groceries,2.49,https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/1.webp,['household essentials']
42,Water,groceries,0.99,https://cdn.dummyjson.com/product-images/groceries/water/1.webp,['beverages']
43,Decoration Swing,home-decoration,59.99,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/1.webp,"['home decor', 'swing']"
44,Family Tree Photo Frame,home-decoration,29.99,https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/1.webp,"['home decor', 'photo frame']"
45,House Showpiece Plant,home-decoration,39.99,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/1.webp,"['home decor', 'artificial plants']"
46,Plant Pot,home-decoration,14.99,https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/1.webp,"['home decor', 'plant accessories']"
47,Table Lamp,home-decoration,49.99,https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/1.webp,"['home decor', 'lighting']"
48,Bamboo Spatula,kitchen-accessories,7.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/1.webp,"['kitchen tools', 'utensils']"
49,Black Aluminium Cup,kitchen-accessories,5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/1.webp,"['drinkware', 'cups']"
50,Black Whisk,kitchen-accessories,9.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/1.webp,"['kitchen tools', 'utensils']"
51,Boxed Blender,kitchen-accessories,39.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/1.webp,"['kitchen appliances', 'blenders']"
52,Carbon Steel Wok,kitchen-accessories,29.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/1.webp,"['cookware', 'woks']"
53,Chopping Board,kitchen-accessories,12.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/1.webp,"['kitchen tools', 'cutting boards']"
54,Citrus Squeezer Yellow,kitchen-accessories,8.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/1.webp,"['kitchen tools', 'juicers']"
55,Egg Slicer,kitchen-accessories,6.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/1.webp,"['kitchen tools', 'slicers']"
56,Electric Stove,kitchen-accessories,49.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/1.webp,"['kitchen appliances', 'cooktops']"
57,Fine Mesh Strainer,kitchen-accessories,9.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/1.webp,"['kitchen tools', 'strainers']"
58,Fork,kitchen-accessories,3.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/1.webp,"['kitchen tools', 'utensils']"
59,Glass,kitchen-accessories,4.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/1.webp,"['drinkware', 'glasses']"
60,Grater Black,kitchen-accessories,10.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/1.webp,"['kitchen tools', 'graters']"
61,Hand Blender,kitchen-accessories,34.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/1.webp,"['kitchen appliances', 'blenders']"
62,Ice Cube Tray,kitchen-accessories,5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/1.webp,"['kitchen tools', 'ice cube trays']"
63,Kitchen Sieve,kitchen-accessories,7.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/1.webp,"['kitchen tools', 'strainers']"
64,Knife,kitchen-accessories,14.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/1.webp,"['kitchen tools', 'cutlery']"
65,Lunch Box,kitchen-accessories,12.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/1.webp,"['kitchen tools', 'storage']"
66,Microwave Oven,kitchen-accessories,89.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/1.webp,"['kitchen appliances', 'microwaves']"
67,Mug Tree Stand,kitchen-accessories,15.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/1.webp,"['kitchen tools', 'organization']"
68,Pan,kitchen-accessories,24.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/1.webp,"['cookware', 'pans']"
69,Plate,kitchen-accessories,3.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/plate/1.webp,"['dinnerware', 'plates']"
70,Red Tongs,kitchen-accessories,6.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/1.webp,"['kitchen tools', 'tongs']"
71,Silver Pot With Glass Cap,kitchen-accessories,39.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/1.webp,"['cookware', 'pots']"
72,Slotted Turner,kitchen-accessories,8.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/1.webp,"['kitchen tools', 'turners']"
73,Spice Rack,kitchen-accessories,19.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/1.webp,"['kitchen tools', 'organization']"
74,Spoon,kitchen-accessories,4.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/1.webp,"['kitchen tools', 'utensils']"
75,Tray,kitchen-accessories,16.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/tray/1.webp,"['serveware', 'trays']"
76,Wooden Rolling Pin,kitchen-accessories,11.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/1.webp,"['kitchen tools', 'baking']"
77,Yellow Peeler,kitchen-accessories,5.99,https://cdn.dummyjson.com/product-images/kitchen-accessories/yellow-peeler/1.webp,"['kitchen tools', 'peelers']"
78,Apple MacBook Pro 14 Inch Space Grey,laptops,1999.99,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/1.webp,"['laptops', 'apple']"
79,Asus Zenbook Pro Dual Screen Laptop,laptops,1799.99,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/1.webp,['laptops']
80,Huawei Matebook X Pro,laptops,1399.99,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/1.webp,['laptops']
81,Lenovo Yoga 920,laptops,1099.99,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/1.webp,['laptops']
82,New DELL XPS 13 9300 Laptop,laptops,1499.99,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/1.webp,['laptops']
83,Blue & Black Check Shirt,mens-shirts,29.99,https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/1.webp,"['clothing', ""men's shirts""]"
84,Gigabyte Aorus Men Tshirt,mens-shirts,24.99,https://cdn.dummyjson.com/product-images/mens-shirts/gigabyte-aorus-men-tshirt/1.webp,"['clothing', ""men's t-shirts""]"
85,Man Plaid Shirt,mens-shirts,34.99,https://cdn.dummyjson.com/product-images/mens-shirts/man-plaid-shirt/1.webp,"['clothing', ""men's shirts""]"
86,Man Short Sleeve Shirt,mens-shirts,19.99,https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/1.webp,"['clothing', ""men's shirts""]"
87,Men Check Shirt,mens-shirts,27.99,https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/1.webp,"['clothing', ""men's shirts""]"
88,Nike Air Jordan 1 Red And Black,mens-shoes,149.99,https://cdn.dummyjson.com/product-images/mens-shoes/nike-air-jordan-1-red-and-black/1.webp,"['footwear', 'athletic shoes']"
89,Nike Baseball Cleats,mens-shoes,79.99,https://cdn.dummyjson.com/product-images/mens-shoes/nike-baseball-cleats/1.webp,"['footwear', 'sports cleats']"
90,Puma Future Rider Trainers,mens-shoes,89.99,https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/1.webp,"['footwear', 'casual shoes']"
91,Sports Sneakers Off White & Red,mens-shoes,119.99,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-&-red/1.webp,"['footwear', 'athletic shoes']"
92,Sports Sneakers Off White Red,mens-shoes,109.99,https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/1.webp,"['footwear', 'casual shoes']"
93,Brown Leather Belt Watch,mens-watches,89.99,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp,"['watches', 'leather watches']"
94,Longines Master Collection,mens-watches,1499.99,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp,"['watches', 'luxury watches']"
95,Rolex Cellini Date Black Dial,mens-watches,8999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp,"['watches', 'luxury watches']"
96,Rolex Cellini Moonphase,mens-watches,12999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp,"['watches', 'luxury watches']"
97,Rolex Datejust,mens-watches,10999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp,"['watches', 'luxury watches']"
98,Rolex Submariner Watch,mens-watches,13999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp,"['watches', 'luxury watches']"
99,Amazon Echo Plus,mobile-accessories,99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp,"['electronics', 'smart speakers']"
100,Apple Airpods,mobile-accessories,129.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp,"['electronics', 'wireless earphones']"



101,Apple AirPods Max Silver,mobile-accessories,549.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/1.webp,"['electronics', 'over-ear headphones']"
102,Apple Airpower Wireless Charger,mobile-accessories,79.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpower-wireless-charger/1.webp,"['electronics', 'wireless chargers']"
103,Apple HomePod Mini Cosmic Grey,mobile-accessories,99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/1.webp,"['electronics', 'smart speakers']"
104,Apple iPhone Charger,mobile-accessories,19.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp,"['electronics', 'chargers']"
106,Apple Watch Series 4 Gold,mobile-accessories,349.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp,"['electronics', 'smartwatches']"
107,Beats Flex Wireless Earphones,mobile-accessories,49.99,https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/1.webp,"['electronics', 'wireless earphones']"
108,iPhone 12 Silicone Case with MagSafe Plum,mobile-accessories,29.99,https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/1.webp,"['electronics', 'phone accessories']"
109,Monopod,mobile-accessories,19.99,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp,"['electronics', 'camera accessories']"
110,Selfie Lamp with iPhone,mobile-accessories,14.99,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp,"['electronics', 'selfie accessories']"
111,Selfie Stick Monopod,mobile-accessories,12.99,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp,"['electronics', 'selfie accessories']"
112,TV Studio Camera Pedestal,mobile-accessories,499.99,https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/1.webp,"['electronics', 'camera accessories']"
113,Generic Motorcycle,motorcycle,3999.99,https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/1.webp,['motorcycles']
114,Kawasaki Z800,motorcycle,8999.99,https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp,"['motorcycles', 'sportbikes']"
115,MotoGP CI.H1,motorcycle,14999.99,https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp,"['motorcycles', 'sportbikes']"
116,Scooter Motorcycle,motorcycle,2999.99,https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp,"['motorcycles', 'scooters']"
117,Sportbike Motorcycle,motorcycle,7499.99,https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp,"['motorcycles', 'sportbikes']"
118,Attitude Super Leaves Hand Soap,skin-care,8.99,https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp,"['personal care', 'hand soap']"
119,Olay Ultra Moisture Shea Butter Body Wash,skin-care,12.99,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp,"['personal care', 'body wash']"
120,Vaseline Men Body and Face Lotion,skin-care,9.99,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp,"['personal care', 'body lotion']"
121,iPhone 5s,smartphones,199.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp,"['smartphones', 'apple']"
122,iPhone 6,smartphones,299.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp,"['smartphones', 'apple']"
123,iPhone 13 Pro,smartphones,1099.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp,"['smartphones', 'apple']"
124,iPhone X,smartphones,899.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp,"['smartphones', 'apple']"
125,Oppo A57,smartphones,249.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp,"['smartphones', 'oppo']"
126,Oppo F19 Pro Plus,smartphones,399.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp,"['smartphones', 'oppo']"
127,Oppo K1,smartphones,299.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/1.webp,"['smartphones', 'oppo']"
128,Realme C35,smartphones,149.99,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp,"['smartphones', 'realme']"
129,Realme X,smartphones,299.99,https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp,"['smartphones', 'realme']"
130,Realme XT,smartphones,349.99,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp,"['smartphones', 'realme']"
131,Samsung Galaxy S7,smartphones,299.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp,"['smartphones', 'samsung galaxy']"
132,Samsung Galaxy S8,smartphones,499.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp,"['smartphones', 'samsung galaxy']"
133,Samsung Galaxy S10,smartphones,699.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp,"['smartphones', 'samsung galaxy']"
134,Vivo S1,smartphones,249.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp,"['smartphones', 'vivo']"
135,Vivo V9,smartphones,299.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp,"['smartphones', 'vivo']"
136,Vivo X21,smartphones,499.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp,"['smartphones', 'vivo']"
137,American Football,sports-accessories,19.99,https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp,"['sports equipment', 'american football']"
138,Baseball Ball,sports-accessories,8.99,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/1.webp,"['sports equipment', 'baseball']"
139,Baseball Glove,sports-accessories,24.99,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp,"['sports equipment', 'baseball']"
140,Basketball,sports-accessories,14.99,https://cdn.dummyjson.com/product-images/sports-accessories/basketball/1.webp,"['sports equipment', 'basketball']"
141,Basketball Rim,sports-accessories,39.99,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/1.webp,"['sports equipment', 'basketball']"
142,Cricket Ball,sports-accessories,12.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/1.webp,"['sports equipment', 'cricket']"
143,Cricket Bat,sports-accessories,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/1.webp,"['sports equipment', 'cricket']"
144,Cricket Helmet,sports-accessories,44.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/1.webp,"['sports equipment', 'cricket']"
145,Cricket Wicket,sports-accessories,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/1.webp,"['sports equipment', 'cricket']"
146,Feather Shuttlecock,sports-accessories,5.99,https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/1.webp,"['sports equipment', 'badminton']"
147,Football,sports-accessories,17.99,https://cdn.dummyjson.com/product-images/sports-accessories/football/1.webp,"['sports equipment', 'football']"
148,Golf Ball,sports-accessories,9.99,https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/1.webp,"['sports equipment', 'golf']"
149,Iron Golf,sports-accessories,49.99,https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/1.webp,"['sports equipment', 'golf']"
150,Metal Baseball Bat,sports-accessories,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp,"['sports equipment', 'baseball']"
151,Tennis Ball,sports-accessories,6.99,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp,"['sports equipment', 'tennis']"
152,Tennis Racket,sports-accessories,49.99,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp,"['sports equipment', 'tennis']"
153,Volleyball,sports-accessories,11.99,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp,"['sports equipment', 'volleyball']"
154,Black Sun Glasses,sunglasses,29.99,https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp,"['eyewear', 'sunglasses']"
155,Classic Sun Glasses,sunglasses,24.99,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp,"['eyewear', 'sunglasses']"
156,Green and Black Glasses,sunglasses,34.99,https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp,"['eyewear', 'sunglasses']"
157,Party Glasses,sunglasses,19.99,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp,"['eyewear', 'party glasses']"
158,Sunglasses,sunglasses,22.99,https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp,"['eyewear', 'sunglasses']"
159,iPad Mini 2021 Starlight,tablets,499.99,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp,"['electronics', 'tablets']"
160,Samsung Galaxy Tab S8 Plus Grey,tablets,599.99,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp,"['electronics', 'tablets']"
161,Samsung Galaxy Tab White,tablets,349.99,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp,"['electronics', 'tablets']"
162,Blue Frock,tops,29.99,https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp,"['clothing', 'dresses']"
163,Girl Summer Dress,tops,19.99,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp,"['clothing', ""girls' dresses""]"
164,Gray Dress,tops,34.99,https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp,"['clothing', 'dresses']"
165,Short Frock,tops,24.99,https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp,"['clothing', 'dresses']"
166,Tartan Dress,tops,39.99,https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp,"['clothing', 'dresses']"
167,300 Touring,vehicle,28999.99,https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp,"['sedans', 'vehicles']"
168,Charger SXT RWD,vehicle,32999.99,https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp,"['sedans', 'sports cars', 'vehicles']"
169,Dodge Hornet GT Plus,vehicle,24999.99,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp,"['hatchbacks', 'compact cars', 'vehicles']"
170,Durango SXT RWD,vehicle,36999.99,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp,"['suvs', 'vehicles']"
171,Pacifica Touring,vehicle,31999.99,https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp,"['minivans', 'vehicles']"
172,Blue Women's Handbag,womens-bags,49.99,https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp,"['fashion accessories', 'handbags']"
173,Heshe Women's Leather Bag,womens-bags,129.99,https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp,"['fashion accessories', 'leather bags']"
174,Prada Women Bag,womens-bags,599.99,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp,"['fashion accessories', 'designer bags']"
175,White Faux Leather Backpack,womens-bags,39.99,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp,"['fashion accessories', 'backpacks']"
176,Women Handbag Black,womens-bags,59.99,https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp,"['fashion accessories', 'handbags']"
177,Black Women's Gown,womens-dresses,129.99,https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp,"['clothing', 'gowns']"
178,Corset Leather With Skirt,womens-dresses,89.99,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp,"['clothing', 'corsets', 'skirts']"
179,Corset With Black Skirt,womens-dresses,79.99,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp,"['clothing', 'corsets', 'skirts']"
180,Dress Pea,womens-dresses,49.99,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/1.webp,"['clothing', 'dresses']"
181,Marni Red & Black Suit,womens-dresses,179.99,https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/1.webp,"['clothing', 'suits']"
182,Green Crystal Earring,womens-jewellery,29.99,https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/1.webp,"['fashion accessories', 'earrings']"
183,Green Oval Earring,womens-jewellery,24.99,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/1.webp,"['fashion accessories', 'earrings']"
184,Tropical Earring,womens-jewellery,19.99,https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/1.webp,"['fashion accessories', 'earrings']"
185,Black & Brown Slipper,womens-shoes,19.99,https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/1.webp,"['footwear', 'slippers']"
186,Calvin Klein Heel Shoes,womens-shoes,79.99,https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/1.webp,"['footwear', 'heel shoes']"
187,Golden Shoes Woman,womens-shoes,49.99,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/1.webp,"['footwear', ""women's shoes""]"
188,Pampi Shoes,womens-shoes,29.99,https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/1.webp,"['footwear', 'casual shoes']"
189,Red Shoes,womens-shoes,34.99,https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/1.webp,"['footwear', ""women's shoes""]"
